,tollgate_id,time_window,direction,volume,vehicle_typeNa,vehicle_type0,vehicle_type1,start_month_x_x,start_day_x_x,start_hour_x_x,start_minute_x_x
50,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,10,10.0,0.0,0.0,9,19,4,0
51,1,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,18,0.0,8.0,10.0,9,19,4,0
52,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",0,11,11.0,0.0,0.0,9,19,4,0
53,3,"[2016-09-19 04:00:00,2016-09-19 04:20:00)",1,4,0.0,2.0,2.0,9,19,4,0
54,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,8,8.0,0.0,0.0,9,19,4,20
55,3,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,7,0.0,4.0,3.0,9,19,4,20
56,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",0,13,13.0,0.0,0.0,9,19,4,20
57,1,"[2016-09-19 04:20:00,2016-09-19 04:40:00)",1,17,0.0,7.0,10.0,9,19,4,20
58,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,12,12.0,0.0,0.0,9,19,4,40
59,1,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,23,0.0,8.0,15.0,9,19,4,40
60,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",0,10,10.0,0.0,0.0,9,19,4,40
61,3,"[2016-09-19 04:40:00,2016-09-19 05:00:00)",1,3,0.0,0.0,3.0,9,19,4,40
62,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,9,9.0,0.0,0.0,9,19,5,0
63,3,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,11,0.0,4.0,7.0,9,19,5,0
64,2,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,14,14.0,0.0,0.0,9,19,5,0
65,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",0,2,2.0,0.0,0.0,9,19,5,0
66,1,"[2016-09-19 05:00:00,2016-09-19 05:20:00)",1,28,0.0,16.0,12.0,9,19,5,0
67,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,14,14.0,0.0,0.0,9,19,5,20
68,3,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,7,0.0,5.0,2.0,9,19,5,20
69,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,8,8.0,0.0,0.0,9,19,5,20
70,1,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",1,24,0.0,7.0,17.0,9,19,5,20
71,2,"[2016-09-19 05:20:00,2016-09-19 05:40:00)",0,12,12.0,0.0,0.0,9,19,5,20
72,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,27,27.0,0.0,0.0,9,19,5,40
73,3,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,13,0.0,8.0,5.0,9,19,5,40
74,2,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,21,21.0,0.0,0.0,9,19,5,40
75,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",0,13,13.0,0.0,0.0,9,19,5,40
76,1,"[2016-09-19 05:40:00,2016-09-19 06:00:00)",1,34,0.0,16.0,18.0,9,19,5,40
77,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,39,39.0,0.0,0.0,9,19,6,0
78,3,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,30,0.0,14.0,16.0,9,19,6,0
79,2,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,30,30.0,0.0,0.0,9,19,6,0
80,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",0,8,8.0,0.0,0.0,9,19,6,0
81,1,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",1,39,0.0,18.0,21.0,9,19,6,0
82,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,58,58.0,0.0,0.0,9,19,6,20
83,3,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,38,0.0,19.0,19.0,9,19,6,20
84,2,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,36,36.0,0.0,0.0,9,19,6,20
85,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",0,13,13.0,0.0,0.0,9,19,6,20
86,1,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",1,57,0.0,35.0,22.0,9,19,6,20
87,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,32,32.0,0.0,0.0,9,19,6,40
88,1,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,72,0.0,39.0,33.0,9,19,6,40
89,2,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,37,37.0,0.0,0.0,9,19,6,40
90,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",0,71,71.0,0.0,0.0,9,19,6,40
91,3,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",1,65,0.0,51.0,14.0,9,19,6,40
92,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,39,39.0,0.0,0.0,9,19,7,0
93,1,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,70,0.0,51.0,19.0,9,19,7,0
94,2,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,84,84.0,0.0,0.0,9,19,7,0
95,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",0,127,127.0,0.0,0.0,9,19,7,0
96,3,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",1,67,0.0,54.0,13.0,9,19,7,0
97,2,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,80,80.0,0.0,0.0,9,19,7,20
98,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,123,123.0,0.0,0.0,9,19,7,20
99,3,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,71,0.0,57.0,14.0,9,19,7,20
100,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",0,31,31.0,0.0,0.0,9,19,7,20
101,1,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",1,83,0.0,62.0,21.0,9,19,7,20
102,2,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,97,97.0,0.0,0.0,9,19,7,40
103,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,153,153.0,0.0,0.0,9,19,7,40
104,3,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,103,0.0,92.0,11.0,9,19,7,40
105,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",0,43,43.0,0.0,0.0,9,19,7,40
106,1,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",1,118,0.0,99.0,19.0,9,19,7,40
107,2,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,129,129.0,0.0,0.0,9,19,8,0
108,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,161,161.0,0.0,0.0,9,19,8,0
109,3,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,118,0.0,111.0,7.0,9,19,8,0
110,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",0,46,46.0,0.0,0.0,9,19,8,0
111,1,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",1,123,0.0,106.0,17.0,9,19,8,0
112,2,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,122,122.0,0.0,0.0,9,19,8,20
113,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,56,56.0,0.0,0.0,9,19,8,20
114,1,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,119,0.0,105.0,14.0,9,19,8,20
115,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",0,167,167.0,0.0,0.0,9,19,8,20
116,3,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",1,168,0.0,147.0,21.0,9,19,8,20
117,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,138,138.0,0.0,0.0,9,19,8,40
118,3,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,161,0.0,137.0,24.0,9,19,8,40
119,2,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,98,98.0,0.0,0.0,9,19,8,40
120,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",0,41,41.0,0.0,0.0,9,19,8,40
121,1,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",1,116,0.0,96.0,20.0,9,19,8,40
122,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,174,174.0,0.0,0.0,9,19,9,0
123,3,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,145,0.0,126.0,19.0,9,19,9,0
124,2,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,89,89.0,0.0,0.0,9,19,9,0
125,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",0,50,50.0,0.0,0.0,9,19,9,0
126,1,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",1,120,0.0,99.0,21.0,9,19,9,0
127,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,144,144.0,0.0,0.0,9,19,9,20
128,3,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,125,0.0,113.0,12.0,9,19,9,20
129,2,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,78,78.0,0.0,0.0,9,19,9,20
130,1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",0,49,49.0,0.0,0.0,9,19,9,20
131,1,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",1,151,0.0,119.0,32.0,9,19,9,20
132,1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,44,44.0,0.0,0.0,9,19,9,40
133,1,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1,131,0.0,94.0,37.0,9,19,9,40
134,2,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,59,59.0,0.0,0.0,9,19,9,40
135,3,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",0,148,148.0,0.0,0.0,9,19,9,40
136,3,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",1,116,0.0,99.0,17.0,9,19,9,40
137,3,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,104,104.0,0.0,0.0,9,19,10,0
138,3,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1,117,0.0,94.0,23.0,9,19,10,0
139,2,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,71,71.0,0.0,0.0,9,19,10,0
140,1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",0,44,44.0,0.0,0.0,9,19,10,0
141,1,"[2016-09-19 10:00:00,2016-09-19 10:20:00)",1,101,0.0,67.0,34.0,9,19,10,0
142,3,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,111,111.0,0.0,0.0,9,19,10,20
143,3,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1,87,0.0,69.0,18.0,9,19,10,20
144,2,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,88,88.0,0.0,0.0,9,19,10,20
145,1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",0,44,44.0,0.0,0.0,9,19,10,20
146,1,"[2016-09-19 10:20:00,2016-09-19 10:40:00)",1,105,0.0,74.0,31.0,9,19,10,20
147,2,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,65,65.0,0.0,0.0,9,19,10,40
148,3,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,122,122.0,0.0,0.0,9,19,10,40
149,3,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1,85,0.0,71.0,14.0,9,19,10,40
150,1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",0,44,44.0,0.0,0.0,9,19,10,40
151,1,"[2016-09-19 10:40:00,2016-09-19 11:00:00)",1,102,0.0,72.0,30.0,9,19,10,40
152,2,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,50,50.0,0.0,0.0,9,19,11,0
153,3,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,111,111.0,0.0,0.0,9,19,11,0
154,3,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1,73,0.0,59.0,14.0,9,19,11,0
155,1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",0,39,39.0,0.0,0.0,9,19,11,0
156,1,"[2016-09-19 11:00:00,2016-09-19 11:20:00)",1,86,0.0,62.0,24.0,9,19,11,0
157,2,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,61,61.0,0.0,0.0,9,19,11,20
158,1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,30,30.0,0.0,0.0,9,19,11,20
159,1,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1,76,0.0,57.0,19.0,9,19,11,20
160,3,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",0,82,82.0,0.0,0.0,9,19,11,20
161,3,"[2016-09-19 11:20:00,2016-09-19 11:40:00)",1,72,0.0,58.0,14.0,9,19,11,20
162,3,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,91,91.0,0.0,0.0,9,19,11,40
163,3,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1,73,0.0,58.0,15.0,9,19,11,40
164,1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,34,34.0,0.0,0.0,9,19,11,40
165,1,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",1,100,0.0,70.0,30.0,9,19,11,40
166,2,"[2016-09-19 11:40:00,2016-09-19 12:00:00)",0,46,46.0,0.0,0.0,9,19,11,40
167,2,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,87,87.0,0.0,0.0,9,19,12,0
168,1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,45,45.0,0.0,0.0,9,19,12,0
169,1,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1,99,0.0,67.0,32.0,9,19,12,0
170,3,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",0,104,104.0,0.0,0.0,9,19,12,0
171,3,"[2016-09-19 12:00:00,2016-09-19 12:20:00)",1,94,0.0,80.0,14.0,9,19,12,0
172,2,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,66,66.0,0.0,0.0,9,19,12,20
173,3,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,91,91.0,0.0,0.0,9,19,12,20
174,3,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1,86,0.0,66.0,20.0,9,19,12,20
175,1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",0,44,44.0,0.0,0.0,9,19,12,20
176,1,"[2016-09-19 12:20:00,2016-09-19 12:40:00)",1,70,0.0,45.0,25.0,9,19,12,20
177,3,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,122,122.0,0.0,0.0,9,19,12,40
178,3,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1,94,0.0,77.0,17.0,9,19,12,40
179,2,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,69,69.0,0.0,0.0,9,19,12,40
180,1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",0,53,53.0,0.0,0.0,9,19,12,40
181,1,"[2016-09-19 12:40:00,2016-09-19 13:00:00)",1,79,0.0,53.0,26.0,9,19,12,40
182,3,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,117,117.0,0.0,0.0,9,19,13,0
183,3,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1,91,0.0,77.0,14.0,9,19,13,0
184,1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,57,57.0,0.0,0.0,9,19,13,0
185,1,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",1,100,0.0,68.0,32.0,9,19,13,0
186,2,"[2016-09-19 13:00:00,2016-09-19 13:20:00)",0,81,81.0,0.0,0.0,9,19,13,0
187,2,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,95,95.0,0.0,0.0,9,19,13,20
188,3,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,107,107.0,0.0,0.0,9,19,13,20
189,3,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1,110,0.0,89.0,21.0,9,19,13,20
190,1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",0,61,61.0,0.0,0.0,9,19,13,20
191,1,"[2016-09-19 13:20:00,2016-09-19 13:40:00)",1,108,0.0,77.0,31.0,9,19,13,20
192,1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,53,53.0,0.0,0.0,9,19,13,40
193,1,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1,106,0.0,79.0,27.0,9,19,13,40
194,3,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,131,131.0,0.0,0.0,9,19,13,40
195,3,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",1,100,0.0,81.0,19.0,9,19,13,40
196,2,"[2016-09-19 13:40:00,2016-09-19 14:00:00)",0,67,67.0,0.0,0.0,9,19,13,40
197,3,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,100,100.0,0.0,0.0,9,19,14,0
198,3,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1,95,0.0,79.0,16.0,9,19,14,0
199,2,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,66,66.0,0.0,0.0,9,19,14,0
200,1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",0,55,55.0,0.0,0.0,9,19,14,0
201,1,"[2016-09-19 14:00:00,2016-09-19 14:20:00)",1,101,0.0,83.0,18.0,9,19,14,0
202,3,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,84,84.0,0.0,0.0,9,19,14,20
203,3,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1,99,0.0,89.0,10.0,9,19,14,20
204,1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,52,52.0,0.0,0.0,9,19,14,20
205,1,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",1,100,0.0,72.0,28.0,9,19,14,20
206,2,"[2016-09-19 14:20:00,2016-09-19 14:40:00)",0,62,62.0,0.0,0.0,9,19,14,20
207,1,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0,52,52.0,0.0,0.0,9,19,14,40
208,1,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",1,101,0.0,78.0,23.0,9,19,14,40
209,3,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0,107,107.0,0.0,0.0,9,19,14,40
210,3,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",1,93,0.0,80.0,13.0,9,19,14,40
211,2,"[2016-09-19 14:40:00,2016-09-19 15:00:00)",0,79,79.0,0.0,0.0,9,19,14,40
212,1,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0,48,48.0,0.0,0.0,9,19,15,0
213,1,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",1,77,0.0,63.0,14.0,9,19,15,0
214,2,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0,77,77.0,0.0,0.0,9,19,15,0
215,3,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",0,117,117.0,0.0,0.0,9,19,15,0
216,3,"[2016-09-19 15:00:00,2016-09-19 15:20:00)",1,75,0.0,66.0,9.0,9,19,15,0
217,2,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0,67,67.0,0.0,0.0,9,19,15,20
218,3,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0,109,109.0,0.0,0.0,9,19,15,20
219,3,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",1,95,0.0,82.0,13.0,9,19,15,20
220,1,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",0,57,57.0,0.0,0.0,9,19,15,20
221,1,"[2016-09-19 15:20:00,2016-09-19 15:40:00)",1,104,0.0,74.0,30.0,9,19,15,20
222,3,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0,115,115.0,0.0,0.0,9,19,15,40
223,3,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",1,83,0.0,75.0,8.0,9,19,15,40
224,2,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0,74,74.0,0.0,0.0,9,19,15,40
225,1,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",0,43,43.0,0.0,0.0,9,19,15,40
226,1,"[2016-09-19 15:40:00,2016-09-19 16:00:00)",1,92,0.0,74.0,18.0,9,19,15,40
227,2,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0,76,76.0,0.0,0.0,9,19,16,0
228,1,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0,42,42.0,0.0,0.0,9,19,16,0
229,1,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",1,110,0.0,90.0,20.0,9,19,16,0
230,3,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",0,123,123.0,0.0,0.0,9,19,16,0
231,3,"[2016-09-19 16:00:00,2016-09-19 16:20:00)",1,101,0.0,94.0,7.0,9,19,16,0
232,1,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0,46,46.0,0.0,0.0,9,19,16,20
233,1,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",1,122,0.0,104.0,18.0,9,19,16,20
234,3,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0,111,111.0,0.0,0.0,9,19,16,20
235,3,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",1,90,0.0,78.0,12.0,9,19,16,20
236,2,"[2016-09-19 16:20:00,2016-09-19 16:40:00)",0,86,86.0,0.0,0.0,9,19,16,20
237,2,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0,99,99.0,0.0,0.0,9,19,16,40
238,3,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0,116,116.0,0.0,0.0,9,19,16,40
239,3,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",1,115,0.0,106.0,9.0,9,19,16,40
240,1,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",0,55,55.0,0.0,0.0,9,19,16,40
241,1,"[2016-09-19 16:40:00,2016-09-19 17:00:00)",1,116,0.0,98.0,18.0,9,19,16,40
