"tollgate_id","time_window","direction","vehicle_type0","start_month","start_day","start_hour","start_minute"
"3","[2016-09-19 17:40:00,2016-09-19 18:00:00)","1","77","9","19","17","40"
"1","[2016-09-19 18:00:00,2016-09-19 18:20:00)","1","56","9","19","18","0"
"3","[2016-09-19 18:00:00,2016-09-19 18:20:00)","1","64","9","19","18","0"
"3","[2016-09-19 18:20:00,2016-09-19 18:40:00)","1","66","9","19","18","20"
"1","[2016-09-19 18:20:00,2016-09-19 18:40:00)","1","81","9","19","18","20"
"3","[2016-09-19 18:40:00,2016-09-19 19:00:00)","1","72","9","19","18","40"
"1","[2016-09-19 18:40:00,2016-09-19 19:00:00)","1","56","9","19","18","40"
"1","[2016-09-19 19:00:00,2016-09-19 19:20:00)","1","45","9","19","19","0"
"3","[2016-09-19 19:00:00,2016-09-19 19:20:00)","1","34","9","19","19","0"
"3","[2016-09-19 19:20:00,2016-09-19 19:40:00)","1","40","9","19","19","20"
"1","[2016-09-19 19:20:00,2016-09-19 19:40:00)","1","36","9","19","19","20"
"1","[2016-09-19 19:40:00,2016-09-19 20:00:00)","1","35","9","19","19","40"
"3","[2016-09-19 19:40:00,2016-09-19 20:00:00)","1","44","9","19","19","40"
"3","[2016-09-19 20:00:00,2016-09-19 20:20:00)","1","29","9","19","20","0"
"1","[2016-09-19 20:00:00,2016-09-19 20:20:00)","1","31","9","19","20","0"
"3","[2016-09-19 20:20:00,2016-09-19 20:40:00)","1","40","9","19","20","20"
"1","[2016-09-19 20:20:00,2016-09-19 20:40:00)","1","29","9","19","20","20"
"3","[2016-09-19 20:40:00,2016-09-19 21:00:00)","1","35","9","19","20","40"
"1","[2016-09-19 20:40:00,2016-09-19 21:00:00)","1","34","9","19","20","40"
"1","[2016-09-19 21:00:00,2016-09-19 21:20:00)","1","17","9","19","21","0"
"3","[2016-09-19 21:00:00,2016-09-19 21:20:00)","1","28","9","19","21","0"
"1","[2016-09-19 21:20:00,2016-09-19 21:40:00)","1","31","9","19","21","20"
"3","[2016-09-19 21:20:00,2016-09-19 21:40:00)","1","32","9","19","21","20"
"3","[2016-09-19 21:40:00,2016-09-19 22:00:00)","1","23","9","19","21","40"
"1","[2016-09-19 21:40:00,2016-09-19 22:00:00)","1","25","9","19","21","40"
"1","[2016-09-19 22:00:00,2016-09-19 22:20:00)","1","14","9","19","22","0"
"3","[2016-09-19 22:00:00,2016-09-19 22:20:00)","1","15","9","19","22","0"
"3","[2016-09-19 22:20:00,2016-09-19 22:40:00)","1","10","9","19","22","20"
"1","[2016-09-19 22:20:00,2016-09-19 22:40:00)","1","20","9","19","22","20"
"1","[2016-09-19 22:40:00,2016-09-19 23:00:00)","1","17","9","19","22","40"
"3","[2016-09-19 22:40:00,2016-09-19 23:00:00)","1","20","9","19","22","40"
"1","[2016-09-19 23:00:00,2016-09-19 23:20:00)","1","11","9","19","23","0"
"3","[2016-09-19 23:00:00,2016-09-19 23:20:00)","1","7","9","19","23","0"
"1","[2016-09-19 23:20:00,2016-09-19 23:40:00)","1","5","9","19","23","20"
"3","[2016-09-19 23:20:00,2016-09-19 23:40:00)","1","11","9","19","23","20"
"1","[2016-09-19 23:40:00,2016-09-20 00:00:00)","1","9","9","19","23","40"
"3","[2016-09-19 23:40:00,2016-09-20 00:00:00)","1","13","9","19","23","40"
"3","[2016-09-20 00:00:00,2016-09-20 00:20:00)","1","210","9","20","0","0"
"1","[2016-09-20 00:00:00,2016-09-20 00:20:00)","1","101","9","20","0","0"
"1","[2016-09-20 00:20:00,2016-09-20 00:40:00)","1","56","9","20","0","20"
"3","[2016-09-20 00:20:00,2016-09-20 00:40:00)","1","135","9","20","0","20"
"1","[2016-09-20 00:40:00,2016-09-20 01:00:00)","1","27","9","20","0","40"
"3","[2016-09-20 00:40:00,2016-09-20 01:00:00)","1","82","9","20","0","40"
"1","[2016-09-20 01:00:00,2016-09-20 01:20:00)","1","3","9","20","1","0"
"3","[2016-09-20 01:00:00,2016-09-20 01:20:00)","1","7","9","20","1","0"
"3","[2016-09-20 01:20:00,2016-09-20 01:40:00)","1","8","9","20","1","20"
"1","[2016-09-20 01:20:00,2016-09-20 01:40:00)","1","3","9","20","1","20"
"3","[2016-09-20 01:40:00,2016-09-20 02:00:00)","1","3","9","20","1","40"
"1","[2016-09-20 01:40:00,2016-09-20 02:00:00)","1","8","9","20","1","40"
"1","[2016-09-20 02:00:00,2016-09-20 02:20:00)","1","2","9","20","2","0"
"3","[2016-09-20 02:00:00,2016-09-20 02:20:00)","1","3","9","20","2","0"
"1","[2016-09-20 02:20:00,2016-09-20 02:40:00)","1","4","9","20","2","20"
"3","[2016-09-20 02:20:00,2016-09-20 02:40:00)","1","2","9","20","2","20"
"1","[2016-09-20 02:40:00,2016-09-20 03:00:00)","1","4","9","20","2","40"
"3","[2016-09-20 02:40:00,2016-09-20 03:00:00)","1","3","9","20","2","40"
"3","[2016-09-20 03:00:00,2016-09-20 03:20:00)","1","2","9","20","3","0"
"1","[2016-09-20 03:20:00,2016-09-20 03:40:00)","1","1","9","20","3","20"
"1","[2016-09-20 03:40:00,2016-09-20 04:00:00)","1","4","9","20","3","40"
"3","[2016-09-20 03:40:00,2016-09-20 04:00:00)","1","3","9","20","3","40"
"1","[2016-09-20 04:00:00,2016-09-20 04:20:00)","1","7","9","20","4","0"
"3","[2016-09-20 04:00:00,2016-09-20 04:20:00)","1","2","9","20","4","0"
"3","[2016-09-20 04:20:00,2016-09-20 04:40:00)","1","3","9","20","4","20"
"1","[2016-09-20 04:20:00,2016-09-20 04:40:00)","1","7","9","20","4","20"
"1","[2016-09-20 04:40:00,2016-09-20 05:00:00)","1","10","9","20","4","40"
"3","[2016-09-20 04:40:00,2016-09-20 05:00:00)","1","3","9","20","4","40"
"1","[2016-09-20 05:00:00,2016-09-20 05:20:00)","1","13","9","20","5","0"
"3","[2016-09-20 05:00:00,2016-09-20 05:20:00)","1","5","9","20","5","0"
"1","[2016-09-20 05:20:00,2016-09-20 05:40:00)","1","10","9","20","5","20"
"3","[2016-09-20 05:20:00,2016-09-20 05:40:00)","1","5","9","20","5","20"
"1","[2016-09-20 05:40:00,2016-09-20 06:00:00)","1","11","9","20","5","40"
"3","[2016-09-20 05:40:00,2016-09-20 06:00:00)","1","6","9","20","5","40"
"3","[2016-09-20 06:00:00,2016-09-20 06:20:00)","1","14","9","20","6","0"
"1","[2016-09-20 06:00:00,2016-09-20 06:20:00)","1","24","9","20","6","0"
"1","[2016-09-20 06:20:00,2016-09-20 06:40:00)","1","35","9","20","6","20"
"3","[2016-09-20 06:20:00,2016-09-20 06:40:00)","1","22","9","20","6","20"
"3","[2016-09-20 06:40:00,2016-09-20 07:00:00)","1","52","9","20","6","40"
"1","[2016-09-20 06:40:00,2016-09-20 07:00:00)","1","41","9","20","6","40"
"1","[2016-09-20 07:00:00,2016-09-20 07:20:00)","1","68","9","20","7","0"
"3","[2016-09-20 07:00:00,2016-09-20 07:20:00)","1","64","9","20","7","0"
"1","[2016-09-20 07:20:00,2016-09-20 07:40:00)","1","100","9","20","7","20"
"3","[2016-09-20 07:20:00,2016-09-20 07:40:00)","1","89","9","20","7","20"
"3","[2016-09-20 07:40:00,2016-09-20 08:00:00)","1","104","9","20","7","40"
"1","[2016-09-20 07:40:00,2016-09-20 08:00:00)","1","119","9","20","7","40"
"3","[2016-09-20 08:00:00,2016-09-20 08:20:00)","1","142","9","20","8","0"
"1","[2016-09-20 08:00:00,2016-09-20 08:20:00)","1","108","9","20","8","0"
"1","[2016-09-20 08:20:00,2016-09-20 08:40:00)","1","132","9","20","8","20"
"3","[2016-09-20 08:20:00,2016-09-20 08:40:00)","1","195","9","20","8","20"
"3","[2016-09-20 08:40:00,2016-09-20 09:00:00)","1","197","9","20","8","40"
"1","[2016-09-20 08:40:00,2016-09-20 09:00:00)","1","109","9","20","8","40"
"1","[2016-09-20 09:00:00,2016-09-20 09:20:00)","1","122","9","20","9","0"
"3","[2016-09-20 09:00:00,2016-09-20 09:20:00)","1","175","9","20","9","0"
"3","[2016-09-20 09:20:00,2016-09-20 09:40:00)","1","204","9","20","9","20"
"1","[2016-09-20 09:20:00,2016-09-20 09:40:00)","1","120","9","20","9","20"
"1","[2016-09-20 09:40:00,2016-09-20 10:00:00)","1","140","9","20","9","40"
"3","[2016-09-20 09:40:00,2016-09-20 10:00:00)","1","164","9","20","9","40"
"1","[2016-09-20 10:00:00,2016-09-20 10:20:00)","1","71","9","20","10","0"
"3","[2016-09-20 10:00:00,2016-09-20 10:20:00)","1","70","9","20","10","0"
"1","[2016-09-20 10:20:00,2016-09-20 10:40:00)","1","60","9","20","10","20"
"3","[2016-09-20 10:20:00,2016-09-20 10:40:00)","1","85","9","20","10","20"
"3","[2016-09-20 10:40:00,2016-09-20 11:00:00)","1","55","9","20","10","40"
"1","[2016-09-20 10:40:00,2016-09-20 11:00:00)","1","71","9","20","10","40"
"1","[2016-09-20 11:00:00,2016-09-20 11:20:00)","1","66","9","20","11","0"
"3","[2016-09-20 11:00:00,2016-09-20 11:20:00)","1","69","9","20","11","0"
"1","[2016-09-20 11:20:00,2016-09-20 11:40:00)","1","66","9","20","11","20"
"3","[2016-09-20 11:20:00,2016-09-20 11:40:00)","1","63","9","20","11","20"
"3","[2016-09-20 11:40:00,2016-09-20 12:00:00)","1","63","9","20","11","40"
"1","[2016-09-20 11:40:00,2016-09-20 12:00:00)","1","60","9","20","11","40"
"3","[2016-09-20 12:00:00,2016-09-20 12:20:00)","1","85","9","20","12","0"
"1","[2016-09-20 12:00:00,2016-09-20 12:20:00)","1","62","9","20","12","0"
"1","[2016-09-20 12:20:00,2016-09-20 12:40:00)","1","57","9","20","12","20"
"3","[2016-09-20 12:20:00,2016-09-20 12:40:00)","1","63","9","20","12","20"
"1","[2016-09-20 12:40:00,2016-09-20 13:00:00)","1","46","9","20","12","40"
"3","[2016-09-20 12:40:00,2016-09-20 13:00:00)","1","72","9","20","12","40"
"1","[2016-09-20 13:00:00,2016-09-20 13:20:00)","1","65","9","20","13","0"
"3","[2016-09-20 13:00:00,2016-09-20 13:20:00)","1","83","9","20","13","0"
"1","[2016-09-20 13:20:00,2016-09-20 13:40:00)","1","66","9","20","13","20"
"3","[2016-09-20 13:20:00,2016-09-20 13:40:00)","1","75","9","20","13","20"
"1","[2016-09-20 13:40:00,2016-09-20 14:00:00)","1","64","9","20","13","40"
"3","[2016-09-20 13:40:00,2016-09-20 14:00:00)","1","82","9","20","13","40"
"1","[2016-09-20 14:00:00,2016-09-20 14:20:00)","1","87","9","20","14","0"
"3","[2016-09-20 14:00:00,2016-09-20 14:20:00)","1","80","9","20","14","0"
"3","[2016-09-20 14:20:00,2016-09-20 14:40:00)","1","72","9","20","14","20"
"1","[2016-09-20 14:20:00,2016-09-20 14:40:00)","1","62","9","20","14","20"
"1","[2016-09-20 14:40:00,2016-09-20 15:00:00)","1","71","9","20","14","40"
"3","[2016-09-20 14:40:00,2016-09-20 15:00:00)","1","75","9","20","14","40"
"1","[2016-09-20 15:00:00,2016-09-20 15:20:00)","1","57","9","20","15","0"
"3","[2016-09-20 15:00:00,2016-09-20 15:20:00)","1","70","9","20","15","0"
"1","[2016-09-20 15:20:00,2016-09-20 15:40:00)","1","59","9","20","15","20"
"3","[2016-09-20 15:20:00,2016-09-20 15:40:00)","1","60","9","20","15","20"
"3","[2016-09-20 15:40:00,2016-09-20 16:00:00)","1","71","9","20","15","40"
"1","[2016-09-20 15:40:00,2016-09-20 16:00:00)","1","48","9","20","15","40"
"1","[2016-09-20 16:00:00,2016-09-20 16:20:00)","1","78","9","20","16","0"
"3","[2016-09-20 16:00:00,2016-09-20 16:20:00)","1","71","9","20","16","0"
"3","[2016-09-20 16:20:00,2016-09-20 16:40:00)","1","91","9","20","16","20"
"1","[2016-09-20 16:20:00,2016-09-20 16:40:00)","1","72","9","20","16","20"
"3","[2016-09-20 16:40:00,2016-09-20 17:00:00)","1","83","9","20","16","40"
"1","[2016-09-20 16:40:00,2016-09-20 17:00:00)","1","77","9","20","16","40"
"1","[2016-09-20 17:00:00,2016-09-20 17:20:00)","1","84","9","20","17","0"
"3","[2016-09-20 17:00:00,2016-09-20 17:20:00)","1","74","9","20","17","0"
"1","[2016-09-20 17:20:00,2016-09-20 17:40:00)","1","95","9","20","17","20"
"3","[2016-09-20 17:20:00,2016-09-20 17:40:00)","1","79","9","20","17","20"
"1","[2016-09-20 17:40:00,2016-09-20 18:00:00)","1","118","9","20","17","40"
"3","[2016-09-20 17:40:00,2016-09-20 18:00:00)","1","98","9","20","17","40"
"1","[2016-09-20 18:00:00,2016-09-20 18:20:00)","1","67","9","20","18","0"
"3","[2016-09-20 18:00:00,2016-09-20 18:20:00)","1","85","9","20","18","0"
"3","[2016-09-20 18:20:00,2016-09-20 18:40:00)","1","80","9","20","18","20"
"1","[2016-09-20 18:20:00,2016-09-20 18:40:00)","1","54","9","20","18","20"
"3","[2016-09-20 18:40:00,2016-09-20 19:00:00)","1","79","9","20","18","40"
"1","[2016-09-20 18:40:00,2016-09-20 19:00:00)","1","44","9","20","18","40"
"3","[2016-09-20 19:00:00,2016-09-20 19:20:00)","1","52","9","20","19","0"
"1","[2016-09-20 19:00:00,2016-09-20 19:20:00)","1","33","9","20","19","0"
"3","[2016-09-20 19:20:00,2016-09-20 19:40:00)","1","44","9","20","19","20"
"1","[2016-09-20 19:20:00,2016-09-20 19:40:00)","1","42","9","20","19","20"
"3","[2016-09-20 19:40:00,2016-09-20 20:00:00)","1","40","9","20","19","40"
"1","[2016-09-20 19:40:00,2016-09-20 20:00:00)","1","32","9","20","19","40"
"3","[2016-09-20 20:00:00,2016-09-20 20:20:00)","1","58","9","20","20","0"
"1","[2016-09-20 20:00:00,2016-09-20 20:20:00)","1","28","9","20","20","0"
"3","[2016-09-20 20:20:00,2016-09-20 20:40:00)","1","46","9","20","20","20"
"1","[2016-09-20 20:20:00,2016-09-20 20:40:00)","1","36","9","20","20","20"
"1","[2016-09-20 20:40:00,2016-09-20 21:00:00)","1","30","9","20","20","40"
"3","[2016-09-20 20:40:00,2016-09-20 21:00:00)","1","42","9","20","20","40"
"3","[2016-09-20 21:00:00,2016-09-20 21:20:00)","1","28","9","20","21","0"
"1","[2016-09-20 21:00:00,2016-09-20 21:20:00)","1","33","9","20","21","0"
"1","[2016-09-20 21:20:00,2016-09-20 21:40:00)","1","35","9","20","21","20"
"3","[2016-09-20 21:20:00,2016-09-20 21:40:00)","1","38","9","20","21","20"
"3","[2016-09-20 21:40:00,2016-09-20 22:00:00)","1","34","9","20","21","40"
"1","[2016-09-20 21:40:00,2016-09-20 22:00:00)","1","33","9","20","21","40"
"1","[2016-09-20 22:00:00,2016-09-20 22:20:00)","1","27","9","20","22","0"
"3","[2016-09-20 22:00:00,2016-09-20 22:20:00)","1","21","9","20","22","0"
"1","[2016-09-20 22:20:00,2016-09-20 22:40:00)","1","19","9","20","22","20"
"3","[2016-09-20 22:20:00,2016-09-20 22:40:00)","1","23","9","20","22","20"
"3","[2016-09-20 22:40:00,2016-09-20 23:00:00)","1","30","9","20","22","40"
"1","[2016-09-20 22:40:00,2016-09-20 23:00:00)","1","18","9","20","22","40"
"1","[2016-09-20 23:00:00,2016-09-20 23:20:00)","1","7","9","20","23","0"
"3","[2016-09-20 23:00:00,2016-09-20 23:20:00)","1","9","9","20","23","0"
"3","[2016-09-20 23:20:00,2016-09-20 23:40:00)","1","17","9","20","23","20"
"1","[2016-09-20 23:20:00,2016-09-20 23:40:00)","1","16","9","20","23","20"
"1","[2016-09-20 23:40:00,2016-09-21 00:00:00)","1","12","9","20","23","40"
"3","[2016-09-20 23:40:00,2016-09-21 00:00:00)","1","7","9","20","23","40"
"3","[2016-09-21 00:00:00,2016-09-21 00:20:00)","1","107","9","21","0","0"
"1","[2016-09-21 00:00:00,2016-09-21 00:20:00)","1","77","9","21","0","0"
"3","[2016-09-21 00:20:00,2016-09-21 00:40:00)","1","98","9","21","0","20"
"1","[2016-09-21 00:20:00,2016-09-21 00:40:00)","1","41","9","21","0","20"
"3","[2016-09-21 00:40:00,2016-09-21 01:00:00)","1","48","9","21","0","40"
"1","[2016-09-21 00:40:00,2016-09-21 01:00:00)","1","28","9","21","0","40"
"1","[2016-09-21 01:00:00,2016-09-21 01:20:00)","1","7","9","21","1","0"
"3","[2016-09-21 01:00:00,2016-09-21 01:20:00)","1","5","9","21","1","0"
"1","[2016-09-21 01:20:00,2016-09-21 01:40:00)","1","2","9","21","1","20"
"3","[2016-09-21 01:20:00,2016-09-21 01:40:00)","1","4","9","21","1","20"
"1","[2016-09-21 01:40:00,2016-09-21 02:00:00)","1","7","9","21","1","40"
"3","[2016-09-21 01:40:00,2016-09-21 02:00:00)","1","6","9","21","1","40"
"1","[2016-09-21 02:00:00,2016-09-21 02:20:00)","1","5","9","21","2","0"
"3","[2016-09-21 02:00:00,2016-09-21 02:20:00)","1","4","9","21","2","0"
"3","[2016-09-21 02:20:00,2016-09-21 02:40:00)","1","5","9","21","2","20"
"1","[2016-09-21 02:20:00,2016-09-21 02:40:00)","1","4","9","21","2","20"
"1","[2016-09-21 02:40:00,2016-09-21 03:00:00)","1","6","9","21","2","40"
"1","[2016-09-21 03:00:00,2016-09-21 03:20:00)","1","5","9","21","3","0"
"3","[2016-09-21 03:20:00,2016-09-21 03:40:00)","1","1","9","21","3","20"
"1","[2016-09-21 03:20:00,2016-09-21 03:40:00)","1","4","9","21","3","20"
"1","[2016-09-21 03:40:00,2016-09-21 04:00:00)","1","4","9","21","3","40"
"3","[2016-09-21 03:40:00,2016-09-21 04:00:00)","1","1","9","21","3","40"
"1","[2016-09-21 04:00:00,2016-09-21 04:20:00)","1","8","9","21","4","0"
"1","[2016-09-21 04:20:00,2016-09-21 04:40:00)","1","9","9","21","4","20"
"3","[2016-09-21 04:20:00,2016-09-21 04:40:00)","1","1","9","21","4","20"
"1","[2016-09-21 04:40:00,2016-09-21 05:00:00)","1","4","9","21","4","40"
"3","[2016-09-21 05:00:00,2016-09-21 05:20:00)","1","2","9","21","5","0"
"1","[2016-09-21 05:00:00,2016-09-21 05:20:00)","1","15","9","21","5","0"
"1","[2016-09-21 05:20:00,2016-09-21 05:40:00)","1","6","9","21","5","20"
"3","[2016-09-21 05:20:00,2016-09-21 05:40:00)","1","3","9","21","5","20"
"3","[2016-09-21 05:40:00,2016-09-21 06:00:00)","1","4","9","21","5","40"
"1","[2016-09-21 05:40:00,2016-09-21 06:00:00)","1","6","9","21","5","40"
