"intersection_id","tollgate_id","time_window","avg_travel_time","start_month","start_day","start_hour","start_minute"
"B","3","[2016-07-20 10:40:00,2016-07-20 11:00:00)","119.25","7","20","10","40"
"B","3","[2016-07-20 11:00:00,2016-07-20 11:20:00)","126.27","7","20","11","0"
"B","3","[2016-07-20 11:20:00,2016-07-20 11:40:00)","157.7","7","20","11","20"
"B","3","[2016-07-20 11:40:00,2016-07-20 12:00:00)","80.52","7","20","11","40"
"B","3","[2016-07-20 12:00:00,2016-07-20 12:20:00)","111.79","7","20","12","0"
"B","3","[2016-07-20 12:20:00,2016-07-20 12:40:00)","47.27","7","20","12","20"
"B","3","[2016-07-20 12:40:00,2016-07-20 13:00:00)","82.82","7","20","12","40"
"B","3","[2016-07-20 13:00:00,2016-07-20 13:20:00)","117.0","7","20","13","0"
"B","3","[2016-07-20 13:20:00,2016-07-20 13:40:00)","65.45","7","20","13","20"
"B","3","[2016-07-20 13:40:00,2016-07-20 14:00:00)","127.1","7","20","13","40"
"B","3","[2016-07-20 14:00:00,2016-07-20 14:20:00)","95.36","7","20","14","0"
"B","3","[2016-07-20 14:40:00,2016-07-20 15:00:00)","128.78","7","20","14","40"
"B","3","[2016-07-20 15:00:00,2016-07-20 15:20:00)","54.23","7","20","15","0"
"B","3","[2016-07-20 15:20:00,2016-07-20 15:40:00)","134.65","7","20","15","20"
"B","3","[2016-07-20 15:40:00,2016-07-20 16:00:00)","174.75","7","20","15","40"
"B","3","[2016-07-20 16:00:00,2016-07-20 16:20:00)","130.69","7","20","16","0"
"B","3","[2016-07-20 16:20:00,2016-07-20 16:40:00)","98.28","7","20","16","20"
"B","3","[2016-07-20 16:40:00,2016-07-20 17:00:00)","98.73","7","20","16","40"
"B","3","[2016-07-20 17:00:00,2016-07-20 17:20:00)","114.94","7","20","17","0"
"B","3","[2016-07-20 17:20:00,2016-07-20 17:40:00)","131.36","7","20","17","20"
"B","3","[2016-07-20 17:40:00,2016-07-20 18:00:00)","134.24","7","20","17","40"
"B","3","[2016-07-20 18:00:00,2016-07-20 18:20:00)","101.55","7","20","18","0"
"B","3","[2016-07-20 18:20:00,2016-07-20 18:40:00)","113.77","7","20","18","20"
"B","3","[2016-07-20 18:40:00,2016-07-20 19:00:00)","89.67","7","20","18","40"
"B","3","[2016-07-20 19:00:00,2016-07-20 19:20:00)","114.53","7","20","19","0"
"B","3","[2016-07-20 19:20:00,2016-07-20 19:40:00)","90.8","7","20","19","20"
"B","3","[2016-07-20 19:40:00,2016-07-20 20:00:00)","103.43","7","20","19","40"
"B","3","[2016-07-20 20:00:00,2016-07-20 20:20:00)","91.33","7","20","20","0"
"B","3","[2016-07-20 20:20:00,2016-07-20 20:40:00)","156.44","7","20","20","20"
"B","3","[2016-07-20 20:40:00,2016-07-20 21:00:00)","78.35","7","20","20","40"
"B","3","[2016-07-20 21:00:00,2016-07-20 21:20:00)","85.88","7","20","21","0"
"B","3","[2016-07-20 21:40:00,2016-07-20 22:00:00)","111.47","7","20","21","40"
"B","3","[2016-07-20 22:00:00,2016-07-20 22:20:00)","91.52","7","20","22","0"
"B","3","[2016-07-20 23:00:00,2016-07-20 23:20:00)","137.86","7","20","23","0"
"B","3","[2016-07-20 23:40:00,2016-07-21 00:00:00)","112.89","7","20","23","40"
"B","3","[2016-07-21 00:00:00,2016-07-21 00:20:00)","85.0","7","21","0","0"
"B","3","[2016-07-21 01:20:00,2016-07-21 01:40:00)","65.78","7","21","1","20"
"B","3","[2016-07-21 04:20:00,2016-07-21 04:40:00)","393.05","7","21","4","20"
"B","3","[2016-07-21 06:00:00,2016-07-21 06:20:00)","166.81","7","21","6","0"
"B","3","[2016-07-21 06:20:00,2016-07-21 06:40:00)","136.67","7","21","6","20"
"B","3","[2016-07-21 06:40:00,2016-07-21 07:00:00)","55.92","7","21","6","40"
"B","3","[2016-07-21 07:00:00,2016-07-21 07:20:00)","206.59","7","21","7","0"
"B","3","[2016-07-21 07:20:00,2016-07-21 07:40:00)","113.78","7","21","7","20"
"B","3","[2016-07-21 07:40:00,2016-07-21 08:00:00)","146.58","7","21","7","40"
"B","3","[2016-07-21 08:00:00,2016-07-21 08:20:00)","107.11","7","21","8","0"
"B","3","[2016-07-21 10:40:00,2016-07-21 11:00:00)","180.27","7","21","10","40"
"B","3","[2016-07-21 11:00:00,2016-07-21 11:20:00)","54.8","7","21","11","0"
"B","3","[2016-07-21 11:20:00,2016-07-21 11:40:00)","108.52","7","21","11","20"
"B","3","[2016-07-21 11:40:00,2016-07-21 12:00:00)","168.37","7","21","11","40"
"B","3","[2016-07-21 12:00:00,2016-07-21 12:20:00)","61.47","7","21","12","0"
"B","3","[2016-07-21 12:20:00,2016-07-21 12:40:00)","132.24","7","21","12","20"
"B","3","[2016-07-21 12:40:00,2016-07-21 13:00:00)","113.74","7","21","12","40"
"B","3","[2016-07-21 13:00:00,2016-07-21 13:20:00)","56.73","7","21","13","0"
"B","3","[2016-07-21 13:20:00,2016-07-21 13:40:00)","144.33","7","21","13","20"
"B","3","[2016-07-21 13:40:00,2016-07-21 14:00:00)","99.39","7","21","13","40"
"B","3","[2016-07-21 14:00:00,2016-07-21 14:20:00)","103.31","7","21","14","0"
"B","3","[2016-07-21 14:20:00,2016-07-21 14:40:00)","51.84","7","21","14","20"
"B","3","[2016-07-21 14:40:00,2016-07-21 15:00:00)","111.76","7","21","14","40"
"B","3","[2016-07-21 15:00:00,2016-07-21 15:20:00)","114.77","7","21","15","0"
"B","3","[2016-07-21 15:20:00,2016-07-21 15:40:00)","116.49","7","21","15","20"
"B","3","[2016-07-21 15:40:00,2016-07-21 16:00:00)","75.82","7","21","15","40"
"B","3","[2016-07-21 16:00:00,2016-07-21 16:20:00)","97.67","7","21","16","0"
"B","3","[2016-07-21 16:20:00,2016-07-21 16:40:00)","140.7","7","21","16","20"
"B","3","[2016-07-21 16:40:00,2016-07-21 17:00:00)","115.48","7","21","16","40"
"B","3","[2016-07-21 17:20:00,2016-07-21 17:40:00)","125.52","7","21","17","20"
"B","3","[2016-07-21 17:40:00,2016-07-21 18:00:00)","110.95","7","21","17","40"
"B","3","[2016-07-21 18:00:00,2016-07-21 18:20:00)","95.16","7","21","18","0"
"B","3","[2016-07-21 18:20:00,2016-07-21 18:40:00)","131.44","7","21","18","20"
"B","3","[2016-07-21 18:40:00,2016-07-21 19:00:00)","169.79","7","21","18","40"
"B","3","[2016-07-21 19:00:00,2016-07-21 19:20:00)","105.57","7","21","19","0"
"B","3","[2016-07-21 19:20:00,2016-07-21 19:40:00)","96.17","7","21","19","20"
"B","3","[2016-07-21 19:40:00,2016-07-21 20:00:00)","119.58","7","21","19","40"
"B","3","[2016-07-21 20:00:00,2016-07-21 20:20:00)","101.77","7","21","20","0"
"B","3","[2016-07-21 20:20:00,2016-07-21 20:40:00)","117.65","7","21","20","20"
"B","3","[2016-07-21 20:40:00,2016-07-21 21:00:00)","124.2","7","21","20","40"
"B","3","[2016-07-21 21:00:00,2016-07-21 21:20:00)","93.9","7","21","21","0"
"B","3","[2016-07-21 21:20:00,2016-07-21 21:40:00)","93.98","7","21","21","20"
"B","3","[2016-07-21 22:00:00,2016-07-21 22:20:00)","105.9","7","21","22","0"
"B","3","[2016-07-21 22:20:00,2016-07-21 22:40:00)","118.73","7","21","22","20"
"B","3","[2016-07-21 23:00:00,2016-07-21 23:20:00)","127.51","7","21","23","0"
"B","3","[2016-07-21 23:20:00,2016-07-21 23:40:00)","86.59","7","21","23","20"
"B","3","[2016-07-21 23:40:00,2016-07-22 00:00:00)","142.16","7","21","23","40"
"B","3","[2016-07-22 01:00:00,2016-07-22 01:20:00)","165.66","7","22","1","0"
"B","3","[2016-07-22 03:00:00,2016-07-22 03:20:00)","12.75","7","22","3","0"
"B","3","[2016-07-22 04:40:00,2016-07-22 05:00:00)","195.47","7","22","4","40"
"B","3","[2016-07-22 05:00:00,2016-07-22 05:20:00)","96.23","7","22","5","0"
"B","3","[2016-07-22 05:20:00,2016-07-22 05:40:00)","154.3","7","22","5","20"
"B","3","[2016-07-22 05:40:00,2016-07-22 06:00:00)","195.81","7","22","5","40"
"B","3","[2016-07-22 06:00:00,2016-07-22 06:20:00)","189.33","7","22","6","0"
"B","3","[2016-07-22 06:20:00,2016-07-22 06:40:00)","75.94","7","22","6","20"
"B","3","[2016-07-22 06:40:00,2016-07-22 07:00:00)","72.47","7","22","6","40"
"B","3","[2016-07-22 07:00:00,2016-07-22 07:20:00)","90.79","7","22","7","0"
"B","3","[2016-07-22 07:20:00,2016-07-22 07:40:00)","88.86","7","22","7","20"
"B","3","[2016-07-22 07:40:00,2016-07-22 08:00:00)","180.59","7","22","7","40"
"B","3","[2016-07-22 08:00:00,2016-07-22 08:20:00)","126.73","7","22","8","0"
"B","3","[2016-07-22 08:20:00,2016-07-22 08:40:00)","217.6","7","22","8","20"
"B","3","[2016-07-22 08:40:00,2016-07-22 09:00:00)","121.92","7","22","8","40"
"B","3","[2016-07-22 09:00:00,2016-07-22 09:20:00)","161.56","7","22","9","0"
"B","3","[2016-07-22 09:20:00,2016-07-22 09:40:00)","113.62","7","22","9","20"
"B","3","[2016-07-22 09:40:00,2016-07-22 10:00:00)","137.22","7","22","9","40"
"B","3","[2016-07-22 10:00:00,2016-07-22 10:20:00)","133.78","7","22","10","0"
"B","3","[2016-07-22 10:40:00,2016-07-22 11:00:00)","215.2","7","22","10","40"
"B","3","[2016-07-22 11:00:00,2016-07-22 11:20:00)","112.08","7","22","11","0"
"B","3","[2016-07-22 11:20:00,2016-07-22 11:40:00)","99.19","7","22","11","20"
"B","3","[2016-07-22 11:40:00,2016-07-22 12:00:00)","81.48","7","22","11","40"
"B","3","[2016-07-22 12:00:00,2016-07-22 12:20:00)","124.93","7","22","12","0"
"B","3","[2016-07-22 12:20:00,2016-07-22 12:40:00)","82.83","7","22","12","20"
"B","3","[2016-07-22 12:40:00,2016-07-22 13:00:00)","200.47","7","22","12","40"
"B","3","[2016-07-22 13:00:00,2016-07-22 13:20:00)","101.82","7","22","13","0"
"B","3","[2016-07-22 13:20:00,2016-07-22 13:40:00)","69.63","7","22","13","20"
"B","3","[2016-07-22 13:40:00,2016-07-22 14:00:00)","88.79","7","22","13","40"
"B","3","[2016-07-22 14:00:00,2016-07-22 14:20:00)","117.05","7","22","14","0"
"B","3","[2016-07-22 14:20:00,2016-07-22 14:40:00)","90.71","7","22","14","20"
"B","3","[2016-07-22 14:40:00,2016-07-22 15:00:00)","128.29","7","22","14","40"
"B","3","[2016-07-22 15:00:00,2016-07-22 15:20:00)","129.11","7","22","15","0"
"B","3","[2016-07-22 15:20:00,2016-07-22 15:40:00)","101.98","7","22","15","20"
"B","3","[2016-07-22 15:40:00,2016-07-22 16:00:00)","101.56","7","22","15","40"
"B","3","[2016-07-22 16:00:00,2016-07-22 16:20:00)","130.6","7","22","16","0"
"B","3","[2016-07-22 16:20:00,2016-07-22 16:40:00)","113.65","7","22","16","20"
"B","3","[2016-07-22 16:40:00,2016-07-22 17:00:00)","84.49","7","22","16","40"
"B","3","[2016-07-22 17:00:00,2016-07-22 17:20:00)","115.19","7","22","17","0"
"B","3","[2016-07-22 17:20:00,2016-07-22 17:40:00)","136.99","7","22","17","20"
"B","3","[2016-07-22 17:40:00,2016-07-22 18:00:00)","191.51","7","22","17","40"
"B","3","[2016-07-22 18:00:00,2016-07-22 18:20:00)","105.54","7","22","18","0"
"B","3","[2016-07-22 18:20:00,2016-07-22 18:40:00)","82.42","7","22","18","20"
"B","3","[2016-07-22 18:40:00,2016-07-22 19:00:00)","91.96","7","22","18","40"
"B","3","[2016-07-22 19:00:00,2016-07-22 19:20:00)","111.78","7","22","19","0"
"B","3","[2016-07-22 19:20:00,2016-07-22 19:40:00)","113.59","7","22","19","20"
"B","3","[2016-07-22 19:40:00,2016-07-22 20:00:00)","125.72","7","22","19","40"
"B","3","[2016-07-22 20:00:00,2016-07-22 20:20:00)","137.06","7","22","20","0"
"B","3","[2016-07-22 20:20:00,2016-07-22 20:40:00)","143.25","7","22","20","20"
"B","3","[2016-07-22 20:40:00,2016-07-22 21:00:00)","109.69","7","22","20","40"
"B","3","[2016-07-22 21:00:00,2016-07-22 21:20:00)","83.7","7","22","21","0"
"B","3","[2016-07-22 21:40:00,2016-07-22 22:00:00)","141.53","7","22","21","40"
"B","3","[2016-07-22 22:00:00,2016-07-22 22:20:00)","118.16","7","22","22","0"
"B","3","[2016-07-22 22:20:00,2016-07-22 22:40:00)","66.34","7","22","22","20"
"B","3","[2016-07-22 22:40:00,2016-07-22 23:00:00)","118.93","7","22","22","40"
"B","3","[2016-07-22 23:00:00,2016-07-22 23:20:00)","62.51","7","22","23","0"
"B","3","[2016-07-22 23:20:00,2016-07-22 23:40:00)","154.56","7","22","23","20"
"B","3","[2016-07-22 23:40:00,2016-07-23 00:00:00)","136.23","7","22","23","40"
"B","3","[2016-07-23 00:20:00,2016-07-23 00:40:00)","141.81","7","23","0","20"
"B","3","[2016-07-23 00:40:00,2016-07-23 01:00:00)","129.47","7","23","0","40"
"B","3","[2016-07-23 01:20:00,2016-07-23 01:40:00)","175.45","7","23","1","20"
"B","3","[2016-07-23 01:40:00,2016-07-23 02:00:00)","129.42","7","23","1","40"
"B","3","[2016-07-23 02:40:00,2016-07-23 03:00:00)","140.77","7","23","2","40"
"B","3","[2016-07-23 03:40:00,2016-07-23 04:00:00)","115.58","7","23","3","40"
"B","3","[2016-07-23 04:40:00,2016-07-23 05:00:00)","133.78","7","23","4","40"
"B","3","[2016-07-23 05:20:00,2016-07-23 05:40:00)","162.52","7","23","5","20"
"B","3","[2016-07-23 06:00:00,2016-07-23 06:20:00)","46.66","7","23","6","0"
"B","3","[2016-07-23 06:20:00,2016-07-23 06:40:00)","95.37","7","23","6","20"
"B","3","[2016-07-23 06:40:00,2016-07-23 07:00:00)","161.2","7","23","6","40"
"B","3","[2016-07-23 07:00:00,2016-07-23 07:20:00)","130.15","7","23","7","0"
"B","3","[2016-07-23 07:20:00,2016-07-23 07:40:00)","63.18","7","23","7","20"
"B","3","[2016-07-23 07:40:00,2016-07-23 08:00:00)","100.59","7","23","7","40"
"B","3","[2016-07-23 08:00:00,2016-07-23 08:20:00)","157.78","7","23","8","0"
"B","3","[2016-07-23 08:20:00,2016-07-23 08:40:00)","60.5","7","23","8","20"
"B","3","[2016-07-23 08:40:00,2016-07-23 09:00:00)","92.48","7","23","8","40"
"B","3","[2016-07-23 09:00:00,2016-07-23 09:20:00)","153.16","7","23","9","0"
"B","3","[2016-07-23 09:20:00,2016-07-23 09:40:00)","144.09","7","23","9","20"
"B","3","[2016-07-23 10:00:00,2016-07-23 10:20:00)","125.13","7","23","10","0"
"B","3","[2016-07-23 10:20:00,2016-07-23 10:40:00)","141.22","7","23","10","20"
"B","3","[2016-07-23 10:40:00,2016-07-23 11:00:00)","132.74","7","23","10","40"
"B","3","[2016-07-23 11:00:00,2016-07-23 11:20:00)","151.06","7","23","11","0"
"B","3","[2016-07-23 11:20:00,2016-07-23 11:40:00)","94.56","7","23","11","20"
"B","3","[2016-07-23 11:40:00,2016-07-23 12:00:00)","111.91","7","23","11","40"
"B","3","[2016-07-23 12:00:00,2016-07-23 12:20:00)","101.03","7","23","12","0"
"B","3","[2016-07-23 12:20:00,2016-07-23 12:40:00)","79.68","7","23","12","20"
"B","3","[2016-07-23 12:40:00,2016-07-23 13:00:00)","98.16","7","23","12","40"
"B","3","[2016-07-23 13:00:00,2016-07-23 13:20:00)","139.54","7","23","13","0"
"B","3","[2016-07-23 13:20:00,2016-07-23 13:40:00)","101.43","7","23","13","20"
"B","3","[2016-07-23 13:40:00,2016-07-23 14:00:00)","123.31","7","23","13","40"
"B","3","[2016-07-23 14:00:00,2016-07-23 14:20:00)","112.96","7","23","14","0"
"B","3","[2016-07-23 14:20:00,2016-07-23 14:40:00)","137.47","7","23","14","20"
"B","3","[2016-07-23 14:40:00,2016-07-23 15:00:00)","139.25","7","23","14","40"
"B","3","[2016-07-23 15:00:00,2016-07-23 15:20:00)","106.79","7","23","15","0"
"B","3","[2016-07-23 15:20:00,2016-07-23 15:40:00)","135.79","7","23","15","20"
"B","3","[2016-07-23 15:40:00,2016-07-23 16:00:00)","116.87","7","23","15","40"
"B","3","[2016-07-23 16:00:00,2016-07-23 16:20:00)","150.85","7","23","16","0"
"B","3","[2016-07-23 16:20:00,2016-07-23 16:40:00)","145.74","7","23","16","20"
"B","3","[2016-07-23 16:40:00,2016-07-23 17:00:00)","120.62","7","23","16","40"
"B","3","[2016-07-23 17:00:00,2016-07-23 17:20:00)","116.16","7","23","17","0"
"B","3","[2016-07-23 17:20:00,2016-07-23 17:40:00)","122.16","7","23","17","20"
"B","3","[2016-07-23 17:40:00,2016-07-23 18:00:00)","124.94","7","23","17","40"
"B","3","[2016-07-23 18:00:00,2016-07-23 18:20:00)","140.63","7","23","18","0"
"B","3","[2016-07-23 18:20:00,2016-07-23 18:40:00)","63.35","7","23","18","20"
"B","3","[2016-07-23 18:40:00,2016-07-23 19:00:00)","126.81","7","23","18","40"
"B","3","[2016-07-23 19:00:00,2016-07-23 19:20:00)","103.21","7","23","19","0"
"B","3","[2016-07-23 19:20:00,2016-07-23 19:40:00)","78.76","7","23","19","20"
"B","3","[2016-07-23 19:40:00,2016-07-23 20:00:00)","189.6","7","23","19","40"
"B","3","[2016-07-23 20:00:00,2016-07-23 20:20:00)","199.56","7","23","20","0"
"B","3","[2016-07-23 20:20:00,2016-07-23 20:40:00)","140.22","7","23","20","20"
"B","3","[2016-07-23 20:40:00,2016-07-23 21:00:00)","89.31","7","23","20","40"
"B","3","[2016-07-23 21:00:00,2016-07-23 21:20:00)","110.15","7","23","21","0"
"B","3","[2016-07-23 21:20:00,2016-07-23 21:40:00)","102.53","7","23","21","20"
"B","3","[2016-07-23 21:40:00,2016-07-23 22:00:00)","142.98","7","23","21","40"
"B","3","[2016-07-23 22:00:00,2016-07-23 22:20:00)","95.51","7","23","22","0"
"B","3","[2016-07-23 22:20:00,2016-07-23 22:40:00)","125.84","7","23","22","20"
"B","3","[2016-07-23 22:40:00,2016-07-23 23:00:00)","99.16","7","23","22","40"
"B","3","[2016-07-23 23:00:00,2016-07-23 23:20:00)","107.84","7","23","23","0"
"B","3","[2016-07-23 23:20:00,2016-07-23 23:40:00)","137.87","7","23","23","20"
"B","3","[2016-07-23 23:40:00,2016-07-24 00:00:00)","143.38","7","23","23","40"
"B","3","[2016-07-24 00:00:00,2016-07-24 00:20:00)","120.79","7","24","0","0"
"B","3","[2016-07-24 00:40:00,2016-07-24 01:00:00)","70.16","7","24","0","40"
"B","3","[2016-07-24 01:00:00,2016-07-24 01:20:00)","153.09","7","24","1","0"
"B","3","[2016-07-24 01:20:00,2016-07-24 01:40:00)","175.41","7","24","1","20"
"B","3","[2016-07-24 01:40:00,2016-07-24 02:00:00)","94.39","7","24","1","40"
"B","3","[2016-07-24 02:20:00,2016-07-24 02:40:00)","72.42","7","24","2","20"
"B","3","[2016-07-24 02:40:00,2016-07-24 03:00:00)","123.95","7","24","2","40"
"B","3","[2016-07-24 03:00:00,2016-07-24 03:20:00)","87.88","7","24","3","0"
"B","3","[2016-07-24 03:20:00,2016-07-24 03:40:00)","107.02","7","24","3","20"
"B","3","[2016-07-24 03:40:00,2016-07-24 04:00:00)","105.51","7","24","3","40"
"B","3","[2016-07-24 04:00:00,2016-07-24 04:20:00)","110.32","7","24","4","0"
"B","3","[2016-07-24 04:20:00,2016-07-24 04:40:00)","124.14","7","24","4","20"
"B","3","[2016-07-24 04:40:00,2016-07-24 05:00:00)","107.53","7","24","4","40"
"B","3","[2016-07-24 05:00:00,2016-07-24 05:20:00)","121.83","7","24","5","0"
"B","3","[2016-07-24 06:00:00,2016-07-24 06:20:00)","62.89","7","24","6","0"
"B","3","[2016-07-24 06:20:00,2016-07-24 06:40:00)","102.01","7","24","6","20"
"B","3","[2016-07-24 06:40:00,2016-07-24 07:00:00)","144.59","7","24","6","40"
"B","3","[2016-07-24 07:00:00,2016-07-24 07:20:00)","70.05","7","24","7","0"
"B","3","[2016-07-24 07:20:00,2016-07-24 07:40:00)","106.57","7","24","7","20"
